word1	word2	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)	context1	context2
go	come	V	2.42	3.15	2.72	2	5.75	1	1.51	The word 'go' is often used in phrases such as 'The go solution' or 'The go idea.'	The word 'come' is often used in phrases such as 'The come method' or 'The come approach.'
take	steal	V	6.18	3.06	3.84	2	3.28	1	1.69	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'steal' is often used in phrases such as 'The steal method' or 'The steal approach.'
listen	hear	V	8.17	3.47	3.66	2	3.22	1	1.72	The word 'listen' is often used in phrases such as 'The listen solution' or 'The listen idea.'	The word 'hear' is often used in phrases such as 'The hear method' or 'The hear approach.'
think	rationalize	V	8.25	2.41	1.52	1	3.17	1	1.13	The word 'think' is often used in phrases such as 'The think solution' or 'The think idea.'	The word 'rationalize' is often used in phrases such as 'The rationalize method' or 'The rationalize approach.'
occur	happen	V	9.32	1.84	1.78	1	2.87	1	1.34	The word 'occur' is often used in phrases such as 'The occur solution' or 'The occur idea.'	The word 'happen' is often used in phrases such as 'The happen method' or 'The happen approach.'
vanish	disappear	V	9.8	2.77	2.86	2	2.76	1	0.46	The word 'vanish' is often used in phrases such as 'The vanish solution' or 'The vanish idea.'	The word 'disappear' is often used in phrases such as 'The disappear method' or 'The disappear approach.'
multiply	divide	V	1.75	2.79	2.86	2	2.53	1	1.32	The word 'multiply' is often used in phrases such as 'The multiply solution' or 'The multiply idea.'	The word 'divide' is often used in phrases such as 'The divide method' or 'The divide approach.'
plead	beg	V	9.08	2.59	2.96	2	2.5	1	1.26	The word 'plead' is often used in phrases such as 'The plead solution' or 'The plead idea.'	The word 'beg' is often used in phrases such as 'The beg method' or 'The beg approach.'
begin	originate	V	8.2	2.56	2.23	1	2.44	1	0.75	The word 'begin' is often used in phrases such as 'The begin solution' or 'The begin idea.'	The word 'originate' is often used in phrases such as 'The originate method' or 'The originate approach.'
protect	defend	V	9.13	2.86	2.31	1	2.28	1	1.29	The word 'protect' is often used in phrases such as 'The protect solution' or 'The protect idea.'	The word 'defend' is often used in phrases such as 'The defend method' or 'The defend approach.'
kill	destroy	V	5.9	3.9	3.08	2	2.0	1	1.93	The word 'kill' is often used in phrases such as 'The kill solution' or 'The kill idea.'	The word 'destroy' is often used in phrases such as 'The destroy method' or 'The destroy approach.'
create	make	V	8.72	2.62	2.67	2	1.72	1	1.14	The word 'create' is often used in phrases such as 'The create solution' or 'The create idea.'	The word 'make' is often used in phrases such as 'The make method' or 'The make approach.'
accept	reject	V	0.83	3.03	2.4	2	1.69	1	1.28	The word 'accept' is often used in phrases such as 'The accept solution' or 'The accept idea.'	The word 'reject' is often used in phrases such as 'The reject method' or 'The reject approach.'
ignore	avoid	V	6.87	2.22	2.41	1	1.56	1	1.22	The word 'ignore' is often used in phrases such as 'The ignore solution' or 'The ignore idea.'	The word 'avoid' is often used in phrases such as 'The avoid method' or 'The avoid approach.'
carry	bring	V	5.8	4.04	2.55	2	1.37	1	1.24	The word 'carry' is often used in phrases such as 'The carry solution' or 'The carry idea.'	The word 'bring' is often used in phrases such as 'The bring method' or 'The bring approach.'
leave	enter	V	0.95	2.53	3.12	2	1.3	1	1.91	The word 'leave' is often used in phrases such as 'The leave solution' or 'The leave idea.'	The word 'enter' is often used in phrases such as 'The enter method' or 'The enter approach.'
choose	elect	V	7.62	2.62	2.41	1	1.28	1	1.14	The word 'choose' is often used in phrases such as 'The choose solution' or 'The choose idea.'	The word 'elect' is often used in phrases such as 'The elect method' or 'The elect approach.'
lose	fail	V	7.33	2.25	3.0	2	1.28	1	1.79	The word 'lose' is often used in phrases such as 'The lose solution' or 'The lose idea.'	The word 'fail' is often used in phrases such as 'The fail method' or 'The fail approach.'
encourage	discourage	V	1.58	2.61	1.9	1	1.23	1	1.55	The word 'encourage' is often used in phrases such as 'The encourage solution' or 'The encourage idea.'	The word 'discourage' is often used in phrases such as 'The discourage method' or 'The discourage approach.'
achieve	accomplish	V	8.57	2.29	2.33	1	1.22	1	0.94	The word 'achieve' is often used in phrases such as 'The achieve solution' or 'The achieve idea.'	The word 'accomplish' is often used in phrases such as 'The accomplish method' or 'The accomplish approach.'
make	construct	V	8.33	2.67	2.6	2	1.2	1	0.85	The word 'make' is often used in phrases such as 'The make solution' or 'The make idea.'	The word 'construct' is often used in phrases such as 'The construct method' or 'The construct approach.'
listen	obey	V	4.93	3.47	2.67	2	1.19	1	1.33	The word 'listen' is often used in phrases such as 'The listen solution' or 'The listen idea.'	The word 'obey' is often used in phrases such as 'The obey method' or 'The obey approach.'
inform	notify	V	9.25	2.25	3.04	2	1.15	1	0.44	The word 'inform' is often used in phrases such as 'The inform solution' or 'The inform idea.'	The word 'notify' is often used in phrases such as 'The notify method' or 'The notify approach.'
receive	give	V	1.47	2.69	2.83	2	1.11	1	1.19	The word 'receive' is often used in phrases such as 'The receive solution' or 'The receive idea.'	The word 'give' is often used in phrases such as 'The give method' or 'The give approach.'
borrow	beg	V	2.62	3.1	2.96	2	1.0	1	1.89	The word 'borrow' is often used in phrases such as 'The borrow solution' or 'The borrow idea.'	The word 'beg' is often used in phrases such as 'The beg method' or 'The beg approach.'
take	obtain	V	7.1	3.06	3.0	2	0.9	1	1.01	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'obtain' is often used in phrases such as 'The obtain method' or 'The obtain approach.'
advise	recommend	V	8.1	2.03	1.74	1	0.89	1	1.6	The word 'advise' is often used in phrases such as 'The advise solution' or 'The advise idea.'	The word 'recommend' is often used in phrases such as 'The recommend method' or 'The recommend approach.'
imitate	portray	V	6.75	2.66	2.18	1	0.89	1	1.13	The word 'imitate' is often used in phrases such as 'The imitate solution' or 'The imitate idea.'	The word 'portray' is often used in phrases such as 'The portray method' or 'The portray approach.'
win	succeed	V	7.9	2.67	2.33	1	0.89	1	1.83	The word 'win' is often used in phrases such as 'The win solution' or 'The win idea.'	The word 'succeed' is often used in phrases such as 'The succeed method' or 'The succeed approach.'
think	decide	V	5.13	2.41	1.92	1	0.88	1	1.4	The word 'think' is often used in phrases such as 'The think solution' or 'The think idea.'	The word 'decide' is often used in phrases such as 'The decide method' or 'The decide approach.'
greet	meet	V	6.17	2.96	3.0	2	0.83	1	1.73	The word 'greet' is often used in phrases such as 'The greet solution' or 'The greet idea.'	The word 'meet' is often used in phrases such as 'The meet method' or 'The meet approach.'
agree	argue	V	0.77	2.31	2.75	1	0.81	1	1.68	The word 'agree' is often used in phrases such as 'The agree solution' or 'The agree idea.'	The word 'argue' is often used in phrases such as 'The argue method' or 'The argue approach.'
enjoy	entertain	V	5.92	2.29	2.55	1	0.79	1	1.27	The word 'enjoy' is often used in phrases such as 'The enjoy solution' or 'The enjoy idea.'	The word 'entertain' is often used in phrases such as 'The entertain method' or 'The entertain approach.'
destroy	make	V	1.6	3.08	2.67	2	0.78	1	1.72	The word 'destroy' is often used in phrases such as 'The destroy solution' or 'The destroy idea.'	The word 'make' is often used in phrases such as 'The make method' or 'The make approach.'
save	protect	V	6.58	2.42	2.86	2	0.74	1	0.44	The word 'save' is often used in phrases such as 'The save solution' or 'The save idea.'	The word 'protect' is often used in phrases such as 'The protect method' or 'The protect approach.'
give	lend	V	7.22	2.83	3.07	2	0.72	1	0.93	The word 'give' is often used in phrases such as 'The give solution' or 'The give idea.'	The word 'lend' is often used in phrases such as 'The lend method' or 'The lend approach.'
understand	know	V	7.47	2.28	1.68	1	0.71	1	1.26	The word 'understand' is often used in phrases such as 'The understand solution' or 'The understand idea.'	The word 'know' is often used in phrases such as 'The know method' or 'The know approach.'
take	receive	V	5.08	3.06	2.69	2	0.7	1	0.48	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'receive' is often used in phrases such as 'The receive method' or 'The receive approach.'
accept	acknowledge	V	6.88	3.03	2.03	1	0.69	1	1.63	The word 'accept' is often used in phrases such as 'The accept solution' or 'The accept idea.'	The word 'acknowledge' is often used in phrases such as 'The acknowledge method' or 'The acknowledge approach.'
decide	choose	V	8.87	1.92	2.62	1	0.67	1	1.26	The word 'decide' is often used in phrases such as 'The decide solution' or 'The decide idea.'	The word 'choose' is often used in phrases such as 'The choose method' or 'The choose approach.'
accept	believe	V	6.75	3.03	1.55	1	0.67	1	1.61	The word 'accept' is often used in phrases such as 'The accept solution' or 'The accept idea.'	The word 'believe' is often used in phrases such as 'The believe method' or 'The believe approach.'
keep	possess	V	8.27	2.37	2.6	1	0.62	1	0.8	The word 'keep' is often used in phrases such as 'The keep solution' or 'The keep idea.'	The word 'possess' is often used in phrases such as 'The possess method' or 'The possess approach.'
roam	wander	V	8.83	2.85	2.28	1	0.61	1	0.89	The word 'roam' is often used in phrases such as 'The roam solution' or 'The roam idea.'	The word 'wander' is often used in phrases such as 'The wander method' or 'The wander approach.'
succeed	fail	V	0.83	2.33	3.0	2	0.61	1	1.44	The word 'succeed' is often used in phrases such as 'The succeed solution' or 'The succeed idea.'	The word 'fail' is often used in phrases such as 'The fail method' or 'The fail approach.'
spend	save	V	0.55	2.93	2.42	2	0.61	1	1.06	The word 'spend' is often used in phrases such as 'The spend solution' or 'The spend idea.'	The word 'save' is often used in phrases such as 'The save method' or 'The save approach.'
leave	go	V	7.63	2.53	3.15	2	0.61	1	1.49	The word 'leave' is often used in phrases such as 'The leave solution' or 'The leave idea.'	The word 'go' is often used in phrases such as 'The go method' or 'The go approach.'
come	attend	V	8.1	2.72	3.17	2	0.61	1	1.6	The word 'come' is often used in phrases such as 'The come solution' or 'The come idea.'	The word 'attend' is often used in phrases such as 'The attend method' or 'The attend approach.'
know	believe	V	5.5	1.68	1.55	1	0.6	1	1.18	The word 'know' is often used in phrases such as 'The know solution' or 'The know idea.'	The word 'believe' is often used in phrases such as 'The believe method' or 'The believe approach.'
gather	meet	V	7.3	2.75	3.0	2	0.55	1	0.59	The word 'gather' is often used in phrases such as 'The gather solution' or 'The gather idea.'	The word 'meet' is often used in phrases such as 'The meet method' or 'The meet approach.'
make	earn	V	7.62	2.67	2.39	1	0.54	1	1.92	The word 'make' is often used in phrases such as 'The make solution' or 'The make idea.'	The word 'earn' is often used in phrases such as 'The earn method' or 'The earn approach.'
forget	ignore	V	3.07	2.04	2.22	1	0.5	1	1.25	The word 'forget' is often used in phrases such as 'The forget solution' or 'The forget idea.'	The word 'ignore' is often used in phrases such as 'The ignore method' or 'The ignore approach.'
multiply	add	V	2.7	2.79	3.0	2	0.5	1	1.8	The word 'multiply' is often used in phrases such as 'The multiply solution' or 'The multiply idea.'	The word 'add' is often used in phrases such as 'The add method' or 'The add approach.'
shrink	grow	V	0.23	3.55	3.03	2	0.5	1	1.2	The word 'shrink' is often used in phrases such as 'The shrink solution' or 'The shrink idea.'	The word 'grow' is often used in phrases such as 'The grow method' or 'The grow approach.'
arrive	leave	V	1.33	3.22	2.53	2	0.49	1	1.48	The word 'arrive' is often used in phrases such as 'The arrive solution' or 'The arrive idea.'	The word 'leave' is often used in phrases such as 'The leave method' or 'The leave approach.'
succeed	try	V	3.98	2.33	2.22	1	0.48	1	1.35	The word 'succeed' is often used in phrases such as 'The succeed solution' or 'The succeed idea.'	The word 'try' is often used in phrases such as 'The try method' or 'The try approach.'
accept	deny	V	1.75	3.03	2.2	2	0.48	1	1.41	The word 'accept' is often used in phrases such as 'The accept solution' or 'The accept idea.'	The word 'deny' is often used in phrases such as 'The deny method' or 'The deny approach.'
arrive	come	V	7.05	3.22	2.72	2	0.48	1	1.56	The word 'arrive' is often used in phrases such as 'The arrive solution' or 'The arrive idea.'	The word 'come' is often used in phrases such as 'The come method' or 'The come approach.'
agree	differ	V	1.05	2.31	1.59	1	0.42	0	1.53	The word 'agree' is often used in phrases such as 'The agree solution' or 'The agree idea.'	The word 'differ' is often used in phrases such as 'The differ method' or 'The differ approach.'
send	receive	V	1.08	2.7	2.69	2	0.42	0	1.53	The word 'send' is often used in phrases such as 'The send solution' or 'The send idea.'	The word 'receive' is often used in phrases such as 'The receive method' or 'The receive approach.'
win	dominate	V	5.68	2.67	2.12	1	0.41	0	1.74	The word 'win' is often used in phrases such as 'The win solution' or 'The win idea.'	The word 'dominate' is often used in phrases such as 'The dominate method' or 'The dominate approach.'
add	divide	V	2.3	3.0	2.86	2	0.41	0	1.25	The word 'add' is often used in phrases such as 'The add solution' or 'The add idea.'	The word 'divide' is often used in phrases such as 'The divide method' or 'The divide approach.'
kill	choke	V	4.92	3.9	3.97	3	0.41	0	1.48	The word 'kill' is often used in phrases such as 'The kill solution' or 'The kill idea.'	The word 'choke' is often used in phrases such as 'The choke method' or 'The choke approach.'
acquire	get	V	8.82	2.93	2.38	2	0.39	0	0.94	The word 'acquire' is often used in phrases such as 'The acquire solution' or 'The acquire idea.'	The word 'get' is often used in phrases such as 'The get method' or 'The get approach.'
participate	join	V	7.7	2.59	2.86	2	0.39	0	1.69	The word 'participate' is often used in phrases such as 'The participate solution' or 'The participate idea.'	The word 'join' is often used in phrases such as 'The join method' or 'The join approach.'
leave	remain	V	2.53	2.53	1.96	1	0.34	0	1.36	The word 'leave' is often used in phrases such as 'The leave solution' or 'The leave idea.'	The word 'remain' is often used in phrases such as 'The remain method' or 'The remain approach.'
go	enter	V	4.0	3.15	3.12	2	0.34	0	1.43	The word 'go' is often used in phrases such as 'The go solution' or 'The go idea.'	The word 'enter' is often used in phrases such as 'The enter method' or 'The enter approach.'
take	carry	V	5.23	3.06	4.04	2	0.34	0	0.44	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'carry' is often used in phrases such as 'The carry method' or 'The carry approach.'
forget	learn	V	1.18	2.04	2.2	1	0.33	0	1.65	The word 'forget' is often used in phrases such as 'The forget solution' or 'The forget idea.'	The word 'learn' is often used in phrases such as 'The learn method' or 'The learn approach.'
appoint	elect	V	8.17	2.24	2.41	1	0.33	0	1.51	The word 'appoint' is often used in phrases such as 'The appoint solution' or 'The appoint idea.'	The word 'elect' is often used in phrases such as 'The elect method' or 'The elect approach.'
engage	marry	V	5.43	2.07	3.03	1	0.33	0	1.12	The word 'engage' is often used in phrases such as 'The engage solution' or 'The engage idea.'	The word 'marry' is often used in phrases such as 'The marry method' or 'The marry approach.'
ask	pray	V	3.72	2.52	3.21	2	0.33	0	1.63	The word 'ask' is often used in phrases such as 'The ask solution' or 'The ask idea.'	The word 'pray' is often used in phrases such as 'The pray method' or 'The pray approach.'
go	send	V	3.75	3.15	2.7	2	0.33	0	0.77	The word 'go' is often used in phrases such as 'The go solution' or 'The go idea.'	The word 'send' is often used in phrases such as 'The send method' or 'The send approach.'
take	deliver	V	4.37	3.06	3.12	2	0.33	0	1.16	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'deliver' is often used in phrases such as 'The deliver method' or 'The deliver approach.'
speak	hear	V	3.02	3.7	3.66	2	0.33	0	0.76	The word 'speak' is often used in phrases such as 'The speak solution' or 'The speak idea.'	The word 'hear' is often used in phrases such as 'The hear method' or 'The hear approach.'
analyze	evaluate	V	8.03	2.3	1.85	1	0.28	0	0.49	The word 'analyze' is often used in phrases such as 'The analyze solution' or 'The analyze idea.'	The word 'evaluate' is often used in phrases such as 'The evaluate method' or 'The evaluate approach.'
argue	rationalize	V	4.2	2.75	1.52	1	0.28	0	1.21	The word 'argue' is often used in phrases such as 'The argue solution' or 'The argue idea.'	The word 'rationalize' is often used in phrases such as 'The rationalize method' or 'The rationalize approach.'
lose	keep	V	1.05	2.25	2.37	1	0.28	0	1.57	The word 'lose' is often used in phrases such as 'The lose solution' or 'The lose idea.'	The word 'keep' is often used in phrases such as 'The keep method' or 'The keep approach.'
compare	analyze	V	8.1	2.52	2.3	1	0.28	0	0.84	The word 'compare' is often used in phrases such as 'The compare solution' or 'The compare idea.'	The word 'analyze' is often used in phrases such as 'The analyze method' or 'The analyze approach.'
disorganize	organize	V	1.45	2.44	2.72	1	0.28	0	1.3	The word 'disorganize' is often used in phrases such as 'The disorganize solution' or 'The disorganize idea.'	The word 'organize' is often used in phrases such as 'The organize method' or 'The organize approach.'
go	allow	V	3.62	3.15	2.41	2	0.28	0	1.53	The word 'go' is often used in phrases such as 'The go solution' or 'The go idea.'	The word 'allow' is often used in phrases such as 'The allow method' or 'The allow approach.'
take	possess	V	7.2	3.06	2.6	2	0.28	0	1.14	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'possess' is often used in phrases such as 'The possess method' or 'The possess approach.'
learn	listen	V	3.88	2.2	3.47	2	0.28	0	1.65	The word 'learn' is often used in phrases such as 'The learn solution' or 'The learn idea.'	The word 'listen' is often used in phrases such as 'The listen method' or 'The listen approach.'
destroy	construct	V	0.92	3.08	2.6	2	0.28	0	1.78	The word 'destroy' is often used in phrases such as 'The destroy solution' or 'The destroy idea.'	The word 'construct' is often used in phrases such as 'The construct method' or 'The construct approach.'
create	build	V	8.48	2.62	3.71	2	0.28	0	1.14	The word 'create' is often used in phrases such as 'The create solution' or 'The create idea.'	The word 'build' is often used in phrases such as 'The build method' or 'The build approach.'
steal	buy	V	1.13	3.84	3.35	2	0.28	0	0.95	The word 'steal' is often used in phrases such as 'The steal solution' or 'The steal idea.'	The word 'buy' is often used in phrases such as 'The buy method' or 'The buy approach.'
kill	hang	V	4.45	3.9	3.7	3	0.28	0	1.43	The word 'kill' is often used in phrases such as 'The kill solution' or 'The kill idea.'	The word 'hang' is often used in phrases such as 'The hang method' or 'The hang approach.'
forget	know	V	0.92	2.04	1.68	1	0.27	0	1.6	The word 'forget' is often used in phrases such as 'The forget solution' or 'The forget idea.'	The word 'know' is often used in phrases such as 'The know method' or 'The know approach.'
create	imagine	V	5.13	2.62	1.53	1	0.27	0	1.7	The word 'create' is often used in phrases such as 'The create solution' or 'The create idea.'	The word 'imagine' is often used in phrases such as 'The imagine method' or 'The imagine approach.'
do	happen	V	4.23	2.46	1.78	1	0.27	0	1.02	The word 'do' is often used in phrases such as 'The do solution' or 'The do idea.'	The word 'happen' is often used in phrases such as 'The happen method' or 'The happen approach.'
win	accomplish	V	7.85	2.67	2.33	1	0.27	0	0.8	The word 'win' is often used in phrases such as 'The win solution' or 'The win idea.'	The word 'accomplish' is often used in phrases such as 'The accomplish method' or 'The accomplish approach.'
give	deny	V	1.43	2.83	2.2	1	0.27	0	1.36	The word 'give' is often used in phrases such as 'The give solution' or 'The give idea.'	The word 'deny' is often used in phrases such as 'The deny method' or 'The deny approach.'
deserve	earn	V	5.8	1.69	2.39	1	0.23	0	0.62	The word 'deserve' is often used in phrases such as 'The deserve solution' or 'The deserve idea.'	The word 'earn' is often used in phrases such as 'The earn method' or 'The earn approach.'
get	put	V	1.98	2.38	2.5	1	0.22	0	1.33	The word 'get' is often used in phrases such as 'The get solution' or 'The get idea.'	The word 'put' is often used in phrases such as 'The put method' or 'The put approach.'
locate	find	V	8.73	2.97	2.63	2	0.22	0	1.54	The word 'locate' is often used in phrases such as 'The locate solution' or 'The locate idea.'	The word 'find' is often used in phrases such as 'The find method' or 'The find approach.'
appear	attend	V	6.28	3.13	3.17	2	0.22	0	1.47	The word 'appear' is often used in phrases such as 'The appear solution' or 'The appear idea.'	The word 'attend' is often used in phrases such as 'The attend method' or 'The attend approach.'
know	comprehend	V	7.63	1.68	1.86	1	0.21	0	1.39	The word 'know' is often used in phrases such as 'The know solution' or 'The know idea.'	The word 'comprehend' is often used in phrases such as 'The comprehend method' or 'The comprehend approach.'
pretend	imagine	V	8.47	2.11	1.53	1	0.21	0	1.63	The word 'pretend' is often used in phrases such as 'The pretend solution' or 'The pretend idea.'	The word 'imagine' is often used in phrases such as 'The imagine method' or 'The imagine approach.'
satisfy	please	V	7.67	2.04	1.64	1	0.21	0	1.74	The word 'satisfy' is often used in phrases such as 'The satisfy solution' or 'The satisfy idea.'	The word 'please' is often used in phrases such as 'The please method' or 'The please approach.'
cherish	keep	V	4.85	1.73	2.37	1	0.21	0	1.78	The word 'cherish' is often used in phrases such as 'The cherish solution' or 'The cherish idea.'	The word 'keep' is often used in phrases such as 'The keep method' or 'The keep approach.'
argue	differ	V	5.15	2.75	1.59	1	0.21	0	1.22	The word 'argue' is often used in phrases such as 'The argue solution' or 'The argue idea.'	The word 'differ' is often used in phrases such as 'The differ method' or 'The differ approach.'
overcome	dominate	V	6.25	2.28	2.12	1	0.21	0	1.58	The word 'overcome' is often used in phrases such as 'The overcome solution' or 'The overcome idea.'	The word 'dominate' is often used in phrases such as 'The dominate method' or 'The dominate approach.'
behave	obey	V	7.3	1.78	2.67	1	0.21	0	1.24	The word 'behave' is often used in phrases such as 'The behave solution' or 'The behave idea.'	The word 'obey' is often used in phrases such as 'The obey method' or 'The obey approach.'
cooperate	participate	V	6.43	1.87	2.59	1	0.21	0	1.5	The word 'cooperate' is often used in phrases such as 'The cooperate solution' or 'The cooperate idea.'	The word 'participate' is often used in phrases such as 'The participate method' or 'The participate approach.'
achieve	try	V	4.42	2.29	2.22	1	0.21	0	1.14	The word 'achieve' is often used in phrases such as 'The achieve solution' or 'The achieve idea.'	The word 'try' is often used in phrases such as 'The try method' or 'The try approach.'
fail	discourage	V	3.33	3.0	1.9	1	0.21	0	1.2	The word 'fail' is often used in phrases such as 'The fail solution' or 'The fail idea.'	The word 'discourage' is often used in phrases such as 'The discourage method' or 'The discourage approach.'
begin	quit	V	1.28	2.56	2.56	1	0.21	0	1.53	The word 'begin' is often used in phrases such as 'The begin solution' or 'The begin idea.'	The word 'quit' is often used in phrases such as 'The quit method' or 'The quit approach.'
say	participate	V	3.82	2.58	2.59	1	0.21	0	1.3	The word 'say' is often used in phrases such as 'The say solution' or 'The say idea.'	The word 'participate' is often used in phrases such as 'The participate method' or 'The participate approach.'
come	bring	V	2.42	2.72	2.55	2	0.21	0	1.03	The word 'come' is often used in phrases such as 'The come solution' or 'The come idea.'	The word 'bring' is often used in phrases such as 'The bring method' or 'The bring approach.'
declare	announce	V	9.08	2.0	3.31	2	0.21	0	1.56	The word 'declare' is often used in phrases such as 'The declare solution' or 'The declare idea.'	The word 'announce' is often used in phrases such as 'The announce method' or 'The announce approach.'
read	comprehend	V	4.7	3.56	1.86	2	0.21	0	1.75	The word 'read' is often used in phrases such as 'The read solution' or 'The read idea.'	The word 'comprehend' is often used in phrases such as 'The comprehend method' or 'The comprehend approach.'
take	leave	V	2.47	3.06	2.53	2	0.21	0	0.8	The word 'take' is often used in phrases such as 'The take solution' or 'The take idea.'	The word 'leave' is often used in phrases such as 'The leave method' or 'The leave approach.'
proclaim	announce	V	8.18	2.36	3.31	2	0.21	0	1.58	The word 'proclaim' is often used in phrases such as 'The proclaim solution' or 'The proclaim idea.'	The word 'announce' is often used in phrases such as 'The announce method' or 'The announce approach.'
acquire	obtain	V	8.57	2.93	3.0	2	0.21	0	1.96	The word 'acquire' is often used in phrases such as 'The acquire solution' or 'The acquire idea.'	The word 'obtain' is often used in phrases such as 'The obtain method' or 'The obtain approach.'
conclude	decide	V	7.75	1.78	1.92	1	0.2	0	1.17	The word 'conclude' is often used in phrases such as 'The conclude solution' or 'The conclude idea.'	The word 'decide' is often used in phrases such as 'The decide method' or 'The decide approach.'
please	plead	V	2.98	1.64	2.59	1	0.2	0	1.18	The word 'please' is often used in phrases such as 'The please solution' or 'The please idea.'	The word 'plead' is often used in phrases such as 'The plead method' or 'The plead approach.'
argue	prove	V	4.83	2.75	1.83	1	0.2	0	0.62	The word 'argue' is often used in phrases such as 'The argue solution' or 'The argue idea.'	The word 'prove' is often used in phrases such as 'The prove method' or 'The prove approach.'
ask	plead	V	6.47	2.52	2.59	1	0.2	0	1.62	The word 'ask' is often used in phrases such as 'The ask solution' or 'The ask idea.'	The word 'plead' is often used in phrases such as 'The plead method' or 'The plead approach.'
find	disappear	V	0.77	2.63	2.86	2	0.2	0	1.04	The word 'find' is often used in phrases such as 'The find solution' or 'The find idea.'	The word 'disappear' is often used in phrases such as 'The disappear method' or 'The disappear approach.'
inspect	examine	V	8.75	3.31	2.86	2	0.2	0	1.39	The word 'inspect' is often used in phrases such as 'The inspect solution' or 'The inspect idea.'	The word 'examine' is often used in phrases such as 'The examine method' or 'The examine approach.'
verify	justify	V	4.08	2.1	1.45	1	0.17	0	1.11	The word 'verify' is often used in phrases such as 'The verify solution' or 'The verify idea.'	The word 'justify' is often used in phrases such as 'The justify method' or 'The justify approach.'
assume	predict	V	4.85	1.75	2.0	1	0.17	0	1.02	The word 'assume' is often used in phrases such as 'The assume solution' or 'The assume idea.'	The word 'predict' is often used in phrases such as 'The predict method' or 'The predict approach.'
learn	evaluate	V	4.17	2.2	1.85	1	0.17	0	0.88	The word 'learn' is often used in phrases such as 'The learn solution' or 'The learn idea.'	The word 'evaluate' is often used in phrases such as 'The evaluate method' or 'The evaluate approach.'
argue	justify	V	5.0	2.75	1.45	1	0.17	0	1.13	The word 'argue' is often used in phrases such as 'The argue solution' or 'The argue idea.'	The word 'justify' is often used in phrases such as 'The justify method' or 'The justify approach.'
make	become	V	4.77	2.67	1.54	1	0.17	0	0.82	The word 'make' is often used in phrases such as 'The make solution' or 'The make idea.'	The word 'become' is often used in phrases such as 'The become method' or 'The become approach.'
discover	originate	V	4.83	2.37	2.23	1	0.17	0	1.33	The word 'discover' is often used in phrases such as 'The discover solution' or 'The discover idea.'	The word 'originate' is often used in phrases such as 'The originate method' or 'The originate approach.'
achieve	succeed	V	7.5	2.29	2.33	1	0.17	0	1.29	The word 'achieve' is often used in phrases such as 'The achieve solution' or 'The achieve idea.'	The word 'succeed' is often used in phrases such as 'The succeed method' or 'The succeed approach.'
give	put	V	3.65	2.83	2.5	2	0.17	0	1.47	The word 'give' is often used in phrases such as 'The give solution' or 'The give idea.'	The word 'put' is often used in phrases such as 'The put method' or 'The put approach.'
understand	listen	V	4.68	2.28	3.47	2	0.17	0	1.66	The word 'understand' is often used in phrases such as 'The understand solution' or 'The understand idea.'	The word 'listen' is often used in phrases such as 'The listen method' or 'The listen approach.'
expand	grow	V	8.27	3.36	3.03	2	0.17	0	1.28	The word 'expand' is often used in phrases such as 'The expand solution' or 'The expand idea.'	The word 'grow' is often used in phrases such as 'The grow method' or 'The grow approach.'
borrow	sell	V	1.73	3.1	3.35	2	0.17	0	1.21	The word 'borrow' is often used in phrases such as 'The borrow solution' or 'The borrow idea.'	The word 'sell' is often used in phrases such as 'The sell method' or 'The sell approach.'
keep	protect	V	5.4	2.37	2.86	2	0.15	0	1.26	The word 'keep' is often used in phrases such as 'The keep solution' or 'The keep idea.'	The word 'protect' is often used in phrases such as 'The protect method' or 'The protect approach.'
explain	prove	V	4.1	1.97	1.83	1	0.14	0	1.29	The word 'explain' is often used in phrases such as 'The explain solution' or 'The explain idea.'	The word 'prove' is often used in phrases such as 'The prove method' or 'The prove approach.'
assume	pretend	V	3.72	1.75	2.11	1	0.14	0	1.15	The word 'assume' is often used in phrases such as 'The assume solution' or 'The assume idea.'	The word 'pretend' is often used in phrases such as 'The pretend method' or 'The pretend approach.'
agree	please	V	4.13	2.31	1.64	1	0.14	0	1.7	The word 'agree' is often used in phrases such as 'The agree solution' or 'The agree idea.'	The word 'please' is often used in phrases such as 'The please method' or 'The please approach.'
forgive	forget	V	3.92	1.92	2.04	1	0.14	0	1.5	The word 'forgive' is often used in phrases such as 'The forgive solution' or 'The forgive idea.'	The word 'forget' is often used in phrases such as 'The forget method' or 'The forget approach.'
clarify	explain	V	8.33	2.07	1.97	1	0.14	0	1.74	The word 'clarify' is often used in phrases such as 'The clarify solution' or 'The clarify idea.'	The word 'explain' is often used in phrases such as 'The explain method' or 'The explain approach.'
understand	forgive	V	4.87	2.28	1.92	1	0.14	0	1.32	The word 'understand' is often used in phrases such as 'The understand solution' or 'The understand idea.'	The word 'forgive' is often used in phrases such as 'The forgive method' or 'The forgive approach.'
